"transactionID","accountID","transactionAmountUSD","transactionCurrencyCode","transactionDate","transactionScenario","transactionType","cardType","paymentBillingState","paymentBillingCountryCode","merchantIndustry"
"998FC71D-3D80-4E8C-A79B-1F32418B9953","A1688852120303970",79.99,"USD",2013-05-26,"A","P",NA,NA,"US","GROCERIES"
"E17F9D46-1CA9-4FE2-A47D-99D9DC958AF9","A1055520950299130",285.107622,"CAD",2013-04-13,"A","P","VISA","QC","CA","BANK"
"BCAB01C6-54FC-4EB7-A4D6-8979B4B0A36F","A985156993009044",79.99,"USD",2013-04-19,"A","P","MC","CA","US","APPARELS"
"9FFFB3E0-94FF-43F2-A218-D39BA20E01F2","A1899946055599530",173.223251,"GBP",2013-07-15,"A","P","VISA",NA,"GB","SUPERMKT"
"3E225A2E-5604-4839-AD9B-A94D4B93719B","A914800968120218",422.94,"USD",2013-07-10,"A","P","VISA","PA","US","ENTMNT"
"B1A679FC-C10E-49D9-A045-FDD8CBBB973C","A914801134618801",147.69,"USD",2013-09-19,"A","P","AMEX","WI","US","BANK"
"1ED2FDE9-D572-4468-893F-F61D85239714","A914801133807122",145.347227,"CAD",2013-09-18,"A","P","VISA","AB","CA","BANK"
"3D99D5B3-A22A-4160-8128-92825D4E7D4E","A914800983268382",109.99,"USD",2013-07-27,"A","P","VISA","SC","US","SUPERMKT"
"32DB12EB-95AA-451D-914C-41F4855AD535","A985156621392593",4.99,"USD",2013-05-25,"A","P",NA,NA,"GB","APPARELS"
"FE5B9448-C9DB-49A4-904F-2D05E44C4B2C","A1055520561516490",677.191251,"GBP",2013-08-24,"A","P","VISA",NA,"GB","TRAVEL"
"A1BF0D71-A78F-46BD-B70B-F7103DBFFB92","A1899946369389890",173.223251,"GBP",2013-09-09,"A","P","MC",NA,"GB","TELECOM"
"ECE54C7F-AEC0-4BB9-8334-62A4A17BDABE","A914800173092899",0,"USD",2013-09-24,"A","P",NA,NA,"US","BANK"
"AA69A0D0-61BC-4852-BDDE-1DAE5C1448D2","A1055520956823200",105.99,"USD",2013-09-15,"A","P","VISA",NA,NA,"MEDICAL"
"77163A6A-43E8-43D3-908A-A29BF6C00A39","A1055521353689290",31.49,"USD",2013-06-20,"A","P","VISA","VA","US","BANK"
"ED0FDF8D-F168-4FD5-AAA7-B5C717541E0E","A1055520541100340",5.46,"USD",2013-05-25,"A","P","MC","WA","US","GROCERIES"
"D60BEB08-A93B-43E8-B2B5-596B6D1FA993","A985156720294760",4.99,"USD",2013-05-26,"A","P","MC","CA","US","BANK"
"30F7EF84-65CE-49D2-868C-BE5533B95243","A1055521395917380",82.708,"KRW",2013-05-07,"A","P","VISA","???","KR","BANK"
"418EBF87-6BEC-4F03-9EEA-7CE38FBDDC69","A313048562212108",12.98,"USD",2013-08-26,"A","P",NA,NA,"US","BANK"
"FB25D41D-5370-47A4-A3FF-7C86053C05AD","A844428014745891",109.99,"USD",2013-06-03,"A","P","MC","NV","US","MEDICAL"
"3213D38E-3C8C-4007-B24F-A3663B7783AD","A985156948467636",86.59,"USD",2013-04-08,"A","P","VISA","TX","US","BANK"
"987BEB45-52CA-4FB0-AD4D-DF1567BA2FEA","A844427986647990",103.61,"USD",2013-07-28,"A","P","MC","CO","US","UTILITY"
"573EFC83-AA37-4130-918E-0C9D4D0111E5","A1055521488800930",13.87,"USD",2013-08-24,"A","P",NA,NA,"US","BANK"
"34542639-009D-4A4B-80F4-6A4A8ED20373","A985156151014719",86.49,"USD",2013-05-08,"A","P","MC","TX","US","UTILITY"
"1B157A27-E626-4F45-966E-C9D31E0B98F1","A1055521425848450",139.99,"USD",2013-08-29,"A","P","VISA","CA","US","RESTAURANT"
"19993B25-BEB1-4B85-B689-567CE2A03DBD","A1688852272474830",436.788,"JPY",2013-08-27,"A","P","VISA","???","JP","BANK"
"1760CA4E-A267-4B7D-AA15-39F1033FFEC4","A1759221031294270",156.421301,"CAD",2013-09-13,"A","P","VISA","ON","CA","BANK"
"18320A8D-5D97-4F7E-B307-A60ADD925D5B","A985156395701153",139.99,"USD",2013-08-06,"A","P","VISA","IA","US","TRANSPORTATION"
"BD7E89B2-BF22-4493-9582-65E36F66A423","A914801129813095",79.99,"USD",2013-09-25,"A","P","VISA","CA","US","GROCERIES"
"E0E0E02D-B2DF-44E4-B78F-9E8EC8B118A5","A309681306428288",188.42244,"EUR",2013-05-10,"A","P",NA,NA,"CH","TRAVEL"
"1B263A35-9791-49B2-9870-1B33F3E02565","A844427125785457",4.99,"USD",2013-05-26,"A","P",NA,NA,"AU","TRANSPORTATION"
"6E440DA0-FCBF-467D-A29A-012F8BD813AA","A1055520952856140",5.34,"USD",2013-05-25,"A","P","AMEX","NJ","US","GROCERIES"
"BE8577AE-7D93-4E62-9E1B-625004D2AF92","A1899946973840320",139.99,"USD",2013-09-13,"A","P","VISA","CA","US","TRANSPORTATION"
"089C3875-372E-48B1-86FD-428A09CFBECA","A1055520605641260",5.43,"USD",2013-05-25,"A","P",NA,NA,"US","BANK"
"9956AF70-59D5-4D3E-BCDE-3BA649BD48F6","A1055521269205560",149.61,"USD",2013-04-24,"A","P","VISA","MN","US","BANK"
"6F6A121E-94A4-4E29-A511-FBECDA149ECF","A985156517872053",85.59,"USD",2013-09-05,"A","P","VISA","RI","US","TRANSPORTATION"
"706F3118-D125-473D-9540-28DD6004E535","A914800687702585",4.99,"USD",2013-05-25,"A","P","MC","CA","US","BANK"
"B37BD906-234E-4CDD-98BB-6F6C7A1E4171","A844427434002007",149.79,"USD",2013-05-08,"A","P","VISA","NJ","US","PETROL"
"62BE65ED-CA33-4C3D-BE6E-CD159873F4CB","A1759221005244540",151.54,"USD",2013-04-03,"A","P","VISA","TX","US","PETROL"
"8ADACA93-6C4A-431B-BE8B-A98CE1B1E1D0","A914801078696894",141.65011,"HKD",2013-07-21,"A","P","MC",NA,"HK","MEDICAL"
"71640C6F-B498-4AB5-BF17-D0D91BCEECBD","A1055521517177920",511.9936,"NGN",2013-09-27,"A","P","MC","Akwa Ibom State","NG","RESTAURANT"
"AC752A6D-370A-4239-A1C2-95DA75BA592A","A365522411836173",1636.3211,"GBP",2013-09-25,"A","P","MC",NA,"GB","APPARELS"
"53B25928-4A81-45C0-ADC8-984CF6268908","A844428042285134",139.99,"USD",2013-07-24,"A","P","MC","FL","US","BANK"
"6AAD18FC-2698-4E34-9ED7-C94B506589A2","A844428083815816",73.164046,"AUD",2013-06-23,"A","P","MC","Victoria","AU","BANK"
"B17FCEA0-4852-486F-8AAD-23A64492301E","A1899946131210650",362.5582,"EUR",2013-06-12,"A","P","VISA",NA,"FR","BANK"
"E1E43C1C-5557-49CC-A3D0-9E731C9A085E","A844428087868757",152.41,"USD",2013-06-27,"A","P","MC","NJ","US","TRANSPORTATION"
"66807CF5-103A-4B84-8914-28EB2B757348","A985157072316095",94.478251,"GBP",2013-09-01,"A","P","VISA",NA,NA,"BANK"
"03BE06E5-A857-4695-9EC0-1A84F3DDAA8A","A1055521419984210",589.99,"USD",2013-07-18,"A","P","AMEX","CA","US","BANK"
"D2AD084B-4A96-44CD-A66E-5C3542B1E645","A985156191018298",4.99,"USD",2013-05-27,"A","P","VISA","CA","US","APPARELS"
"E297EC43-1F82-4960-AB75-45343D264187","A914800720098132",149.79,"USD",2013-05-20,"A","P","MC","NE","US","BANK"
"15343960-5066-4935-8EE5-ACF47D67054C","A1688853659532890",59.99,"USD",2013-04-08,"A","P","VISA","VA","US","BANK"
"62DA7F41-D1F6-44EB-92E1-DDF8C70C5024","A1055521156507610",149.44,"USD",2013-04-07,"A","P","VISA","OH","US","BANK"
"E42C323A-43BB-4568-AE24-574D2E7F296D","A914801088606180",106.4762,"EUR",2013-08-05,"A","P","MC",NA,"FR","SERVICES"
"A6EE9D06-71F6-4448-963D-49765F0039FA","A1899946639361730",106.4762,"EUR",2013-09-06,"A","P","VISA",NA,"FR","TRANSPORTATION"
"FF9A22DA-2299-4D05-943E-DBD9C4A46E48","A1829581176548400",173.223251,"GBP",2013-04-24,"A","P","VISA",NA,"GB","BANK"
"7C6FFECC-2ABB-4E41-B274-04F18D32D0AE","A914800613473562",152.59,"USD",2013-06-20,"A","P","MC","LA","US","BANK"
"FF0B5B87-63D5-4898-8958-A58B6A69DB1B","A844427443055878",1362.747102,"EUR",2013-08-28,"A","P",NA,NA,"AT","TRANSPORTATION"
"89534CBC-7022-4602-989A-BDD2A86D9386","A914801030310705",235.06,"USD",2013-05-24,"A","P","AMEX","UT","US","TRAVEL"
"12BAC356-2160-4F18-AF91-42C42EBFBA7C","A1055521046294390",139.99,"USD",2013-04-21,"A","P","VISA","FL","US","SUPERMKT"
"1B653521-81DC-47DF-950C-267140C3C674","A985156518575016",4.99,"USD",2013-05-24,"A","P",NA,NA,"CA","RESTAURANT"
"B6FEC602-40D5-44BA-9D14-6FB550D664F0","A1055520551474330",86.59,"USD",2013-04-23,"A","P","MC","TX","US","ENTMNT"
"5129BCDE-5D49-46AC-A339-8BD3F5CEDB80","A985157044337648",134.766522,"EUR",2013-07-02,"A","P","VISA",NA,"DE","SERVICES"
"20BF5EC3-42E9-4386-A72B-4E2A0D3C93D2","A1899945727794720",4.99,"USD",2013-05-28,"A","P",NA,NA,"GB","BANK"
"8763A487-1144-4DD9-8516-E38072D20316","A1055521411580910",171.4062,"JPY",2013-05-31,"A","P","VISA","???","JP","UTILITY"
"B9749616-E43A-4175-9072-6B71C0B460BC","A985157115281045",83.99,"USD",2013-09-15,"A","P",NA,NA,"US","TRANSPORTATION"
"DE113012-1DE3-49BA-993B-E4C825E0A7D1","A985156575665554",673.886522,"EUR",2013-08-20,"A","P","VISA","La Rioja","ES","BANK"
"DB4BEF46-9ED9-40B9-8F06-E2018C3394E1","A1055520783497410",219.99,"USD",2013-04-24,"A","P","AMEX","CA","US","UTILITY"
"B5640D32-84A2-48AE-97BC-193BA414E495","A985157031811460",107.770088,"EUR",2013-06-18,"A","P","MC",NA,"BE","BANK"
"6E6410B4-8545-4503-AD98-F7758F2AD9D6","A914801000059373",312.55965,"AUD",2013-04-13,"A","P",NA,NA,"AU","SUPERMKT"
"E9C3928D-8F05-41EB-A68D-00698D96E314","A985156862898019",83.19,"USD",2013-07-11,"A","P",NA,NA,"US","PETROL"
"42BB3D81-BDF3-4658-B2F2-C6DC104CACE2","A1688853636380030",362.5582,"EUR",2013-04-08,"A","P","VISA",NA,"DE","BANK"
"CE3D3E07-7FDB-42DA-9467-9C509D2CEBE9","A914800166389500",5.34,"USD",2013-05-27,"A","P",NA,NA,"US","BANK"
"9865D129-7EC4-4CF4-8595-BB1A7B54BD53","A1055520475014980",4.99,"USD",2013-05-27,"A","P","VISA","FL","US","BANK"
"690696A2-80DB-49B3-8442-77936BB97C40","A914801024194309",85.39,"USD",2013-05-24,"A","P","MC","NC","US","RESTAURANT"
"63DE9C5F-F661-4A22-B15C-02A3D1DA9686","A844427834194356",626.86,"USD",2013-04-09,"A","P","AMEX","MA","US","TRANSPORTATION"
"2447A133-6AC1-49E2-9D4D-913A2F9A89E7","A914801009008422",148.39,"USD",2013-05-20,"A","P","VISA","PA","US","TELECOM"
"EF1931A8-4631-4A6C-8650-20FC25B4F3D8","A1055521380683140",31.82,"USD",2013-09-07,"A","P","VISA","MA","US","ENTMNT"
"772404CD-8DE2-4E7C-AFFD-508F086FB85E","A1055521440043270",24.99,"USD",2013-07-05,"A","P","VISA","IA","US","PETROL"
"D29C6C60-8AD9-42DD-85DF-6FA2382C8C52","A1759220815317970",4.99,"USD",2013-05-25,"A","P","VISA","FL","US","UTILITY"
"85311340-01C5-485B-8BB2-9AC4708E31DA","A1688852211476980",69,"KRW",2013-06-04,"A","P","VISA","??","KR","RESTAURANT"
"F7016E33-E450-4DAB-A43B-5CCA45FBD8B6","A1055521387699650",102.314394,"INR",2013-04-13,"A","P","VISA","Haryana","IN","BANK"
"8E4562DB-0974-4A87-AB1E-29F34CD2739B","A914800951289938",106.99,"USD",2013-09-17,"A","P","MC","PA","US","APPARELS"
"39563E48-8501-41D9-8CD7-605342D33ACC","A914800168849695",5.3,"USD",2013-05-26,"A","P","MC","IL","US","BANK"
"D84F613E-7A6A-4285-BB34-A54DC8BDD7ED","A1829582548648150",1.73239,"GBP",2013-04-22,"A","P","VISA",NA,"GB","PETROL"
"BCDC167B-C929-4580-896D-6F8C1BE65E9E","A844427151525964",59.99,"USD",2013-08-16,"A","P","VISA","CA","US","BANK"
"5D7CCFFB-0373-4399-9908-3B127BD12F4B","A1899945396431060",471.514569,"CAD",2013-06-05,"A","P","VISA","ON","CA","BANK"
"F640D089-9A85-4FBA-B79D-DC6A1945566B","A1688852558940090",147.83,"USD",2013-09-26,"A","P","VISA","WI","US","BANK"
"9A3CD2B6-D4C8-4D0E-89CF-1BFFC49159BB","A914800153345247",0,"USD",2013-09-27,"A","P","VISA","FL","US","BANK"
"65665A8E-07CD-49F3-8DAF-54DED670DE0A","A844428014186296",5.4,"USD",2013-05-25,"A","P","AMEX","TX","US","RESTAURANT"
"0FD38957-6F2A-4169-9A76-05E99FE84C40","A985157025970004",121.1094,"JPY",2013-06-12,"A","P","VISA","???","JP","RESTAURANT"
"6DC5FF9E-DC76-46AF-8793-E0AC2BD4CFC4","A985156077457695",228.79,"USD",2013-05-15,"A","P","DISCOVER","AL","US","MEDICAL"
"9BE8EBC2-763A-481B-8C06-A5F7FCCA0C5E","A1688852480586030",73.6665,"THB",2013-06-13,"A","P","MC",NA,"TH","BANK"
"86E564D1-140B-4053-A1C0-B62F70F8FD2B","A844427298309879",152.06,"USD",2013-09-29,"A","P","MC","NY","US","TRANSPORTATION"
"3E8F64CF-0247-409F-A4A7-6C8A5ED419EC","A1899945681410010",127.05024,"NOK",2013-08-22,"A","P","MC",NA,"NO","BANK"
"2E13204A-3E9E-412D-985E-7584459074DF","A1055521209707630",79.99,"USD",2013-09-17,"A","P","VISA","DE","US","BANK"
"DE6C1FEA-DD4C-4C5B-874B-8754EC1395E0","A914800450012904",116.59,"USD",2013-05-02,"A","P","VISA","WY","US","BANK"
"5D9E89F3-C243-46D4-9BA7-97A2FDA45214","A985156157841074",593.58,"USD",2013-08-29,"A","P","VISA","WV","US","UTILITY"
"A943ED72-445A-4978-8605-D6171A4C7B07","A844427438525165",5.3,"USD",2013-05-26,"A","P","MC","MA","US","BANK"
"2E8CA2CD-1CAA-4F7C-93B9-66A0927CC5DF","A844428155156308",85.39,"USD",2013-09-17,"A","P","VISA","NC","US","BANK"
"096CF611-4572-445F-8939-DB7F59CBBFA7","A315043311869052",524.99,"USD",2013-06-11,"A","P","VISA","VA","US","BANK"
"9E428C6B-B3C4-4CE7-878B-FF7E290E3563","A985156992352211",109.99,"USD",2013-04-17,"A","P","VISA","FL","US","GROCERIES"
"9D6164E6-8F46-436C-BE76-1D4EDB9A0D8A","A844427272260408",5.49,"USD",2013-05-26,"A","P",NA,NA,"DE","BANK"
"EF82CC2B-11E0-4D09-A7A4-40D6B8B3A38D","A985156284155849",149.97,"USD",2013-05-17,"A","P","MC","CA","US","BANK"
"458E6DF4-5327-4340-B4B3-97EE3D734ECD","A363460139719701",17.507922,"EUR",2013-05-10,"A","P","VISA",NA,"FR","UTILITY"
"F986D3D1-0F67-4E22-945D-FC81E794F647","A1829581236472150",5.39,"USD",2013-05-27,"A","P",NA,NA,"AU","PETROL"
"C3D1D908-0810-4202-B2E9-A9EC432B23A6","A844428160326909",153.11079,"SGD",2013-09-16,"A","P","VISA",NA,"SG","BANK"
"498C3AC2-D4AD-4762-9749-C55A12F707B3","A985156584691933",85.59,"USD",2013-09-03,"A","P","VISA","NJ","US","BANK"
"CDD06BF2-74DD-4A20-BACC-F92AB5B50865","A914800707309386",187.3442,"EUR",2013-04-02,"A","P","VISA",NA,"AT","PETROL"
"E8D179B7-D6FD-49BF-8E05-6877A6302E28","A1688852653140780",3.18,"USD",2013-05-28,"A","P",NA,NA,"US","HOTELS"
"5BB857C3-07C0-4D89-A24A-76A50B23E018","A1759220767424060",151.54,"USD",2013-05-08,"A","P","MC","TX","US","BANK"
"E032262F-F04F-4022-B692-D9F98BB30C03","A844427694299306",136.03,"USD",2013-08-10,"A","P",NA,NA,"US","BANK"
"9E68A8C8-8C45-45EA-8027-00C7FEF7FC5A","A1055521219369060",427.99,"USD",2013-06-29,"A","P","MC","NJ","US","BANK"
"0834404F-8D4D-453D-A5AC-4A303E85145D","A1055520947016070",187.3442,"EUR",2013-09-15,"A","P","VISA",NA,"BE","MEDICAL"
"0D73085C-CF75-402F-9473-F376311D9978","A1055520962028530",173.223251,"GBP",2013-04-07,"A","P","VISA",NA,"GB","BANK"
"D7F6CCC3-4C8A-4766-801A-1590E6D98F11","A985156996891474",116.59,"USD",2013-04-25,"A","P","MC","MI","US","TRANSPORTATION"
"0BABD122-AF0B-4918-BBB2-7E97B4B06EA2","A564049497786574",127.19,"USD",2013-06-20,"A","P","VISA","MD","US","RESTAURANT"
"91544522-AEA2-46CB-9C4D-62932CF55FD2","A1829581771636980",103.48965,"AUD",2013-08-16,"A","P","VISA","Western Australia","AU","BANK"
"277C88C3-B205-4B0A-B92F-CF6C97E749BC","A844427968267588",239.51,"USD",2013-04-29,"A","P","VISA","NY","US","BANK"
"C26BB535-E44E-414D-AE93-5CB770BB9086","A914800461141210",106.4762,"EUR",2013-07-26,"A","P","MC",NA,"FR","BANK"
"EC256A9D-809A-44D6-A070-634F6E01577D","A1829581372509890",4.99,"USD",2013-05-24,"A","P",NA,NA,"CA","BANK"
"FC9E1989-BE8A-4E6B-8940-D91C3302863D","A844427342609315",139.99,"USD",2013-07-30,"A","P","MC","FL","US","BANK"
"3D7D559E-D9F6-451A-A7E8-5EE9C2AD7458","A389645190801586",26.17,"USD",2013-04-08,"A","P",NA,NA,"US","BANK"
"DC7C1CF3-E150-4F67-9B7B-0B4DF25A1869","A985156493869422",521.11,"USD",2013-09-04,"A","P","VISA",NA,NA,"BANK"
"9BAFCB28-FFD4-406A-B0BB-25E401A71D50","A1055521520006760",133.86,"USD",2013-09-27,"A","P","MC","IL","US","BANK"
"AA4DE256-7B42-4A1C-8D71-9529F5DAFFEB","A1829582390581810",660.422,"EUR",2013-06-12,"A","P","VISA",NA,"FR","SUPERMKT"
"C65946A5-1137-44BD-AF4A-879D286BEAA1","A1055520547180090",5.29,"USD",2013-05-27,"A","P","VISA","PA","US","BANK"
"159752A2-B053-4928-8440-4CDD16D7A8B7","A844428045076723",1121.6,"USD",2013-04-25,"A","P","VISA","CA","US","BANK"
"3C9A1AF4-F47B-4DCB-BC70-24116C3E5DED","A1688852494544630",5.29,"USD",2013-05-26,"A","P",NA,NA,"GB","SUPERMKT"
"F27FEC79-D787-4E69-8B1E-A5EE51CF22DB","A914800987684710",149.44,"USD",2013-04-27,"A","P","MC","NC","US","TELECOM"
"4B6A3BEA-1E42-4A80-B2B3-91378FC83BBA","A985156150852293",5.3,"USD",2013-05-24,"A","P","VISA","IL","US","ENTMNT"
"39D80BEE-996E-4680-BAB9-0728B4AC46FF","A844428120672064",119.75,"USD",2013-07-30,"A","P","VISA","NY","US","BANK"
"1FCDD05E-A3AE-4AB8-B50E-6C5368645314","A914801043833215",79.99,"USD",2013-08-22,"A","P",NA,NA,"US","BANK"
"7054C620-FF56-4057-B957-93AC5DB9D5A1","A844427275151505",10.86,"USD",2013-06-27,"A","P","VISA","NY","US","BANK"
"B013F459-4006-4E67-A3C1-E312674B8F88","A1688853625147130",1.531108,"SGD",2013-07-14,"A","P","VISA",NA,"SG","BANK"
"D367F3ED-8832-4ECC-85B8-0F6E21CFD9BC","A1899946701743620",562.656591,"CAD",2013-08-12,"A","P","VISA","NB","CA","BANK"
"2426C9A2-CC91-47E5-ABC8-3B1D5A86A46F","A844427902295595",148.39,"USD",2013-09-14,"A","P","VISA","PA","US","PETROL"
"B9926CA5-4B89-43F1-A7C6-8470A93EC356","A1688852194088190",120.10945,"BRL",2013-09-21,"A","P","MC","SP","BR","SUPERMKT"
"FE1B8F7A-87BC-4BE3-8F55-EB9AF79E1378","A1055520751468500",147.69,"USD",2013-06-22,"A","P","MC","WI","US","BANK"
"AA78143A-3EC6-4D6F-8A24-98AE0B029BB8","A1759222107445930",375.9233,"SEK",2013-06-27,"A","P","MC",NA,"SE","PETROL"
"1095D3CA-7D23-450D-8D3F-0971A81435E2","A1055521464243010",127.61,"USD",2013-07-29,"A","P","MC","CT","US","BANK"
"8FC45091-41E6-419B-8C0D-17BB350D22A7","A914801093547146",149.79,"USD",2013-08-05,"A","P","MC","IN","US","MEDICAL"
"574C9CE1-2884-4908-ADC0-76522127525B","A1055521508801110",145.59,"USD",2013-09-16,"A","P","VISA",NA,NA,"BANK"
"E1977C65-C521-49C2-B437-EBEA8701122B","A985157007601104",3032.36528,"DKK",2013-08-30,"A","P","MC",NA,"DK","BANK"
"700461A5-2ADC-4B07-9752-88FFD6B4AEC3","A1759221330992900",677.191251,"GBP",2013-06-22,"A","P","VISA",NA,"GB","SERVICES"
"27F80876-EF4C-4CBC-827D-09E8FE6FC5FA","A914800663001940",119.06,"USD",2013-06-21,"A","P","VISA","TX","US","TRAVEL"
"22A21088-8C1B-468B-AE16-68D7872B2EF7","A293600947908426",544.36,"USD",2013-08-24,"A","P","AMEX",NA,NA,"SUPERMKT"
"94CC122A-4A09-4633-A29B-B34323B82C47","A914801084802076",139.99,"USD",2013-07-26,"A","P","MC","CA","US","BANK"
"08C3234E-BAB9-49F1-98CF-0DD9C3309E13","A914801113363348",151.54,"USD",2013-08-27,"A","P","AMEX","TX","US","BANK"
"7570D038-BF54-47E5-ADA0-80E192EBCC10","A844428012496904",399.99,"USD",2013-08-19,"A","P","VISA","CA","US","BANK"
"35FD8E09-F35C-41C7-9BA8-1125FA0835E6","A1055521019133600",156.792046,"AUD",2013-06-12,"A","P","VISA","New South Wales","AU","BANK"
"0A0F14D9-34A5-4785-B45E-01705AC01346","A914801032309848",149.79,"USD",2013-05-27,"A","P",NA,NA,"US","SERVICES"
"9FAD64BF-16F5-4E26-A20C-7DD91427A0D5","A1055520442263300",130.19,"USD",2013-08-25,"A","P","VISA","CA","US","BANK"
"435A78DC-E4CB-490B-A98C-DC6E86296D65","A2111055892876320",109.99,"USD",2013-04-25,"A","P",NA,NA,"US","BANK"
"9A89A002-FC94-4558-A1E6-4AF3524D53D4","A985157032802119",187.3442,"EUR",2013-08-11,"A","P","MC",NA,"DE","GROCERIES"
"12DB4406-5741-43D1-B13C-64A9883760E4","A985156368712767",86.59,"USD",2013-09-01,"A","P","AMEX","TX","US","PETROL"
"94D138AE-432D-4185-B873-3C8617806BFE","A1055521481984390",139.99,"USD",2013-08-16,"A","P","MC","FL","US","SUPERMKT"
"BD4D783C-065A-42ED-8A03-07D67928D608","A844427915540097",299.99,"USD",2013-09-13,"A","P","AMEX","MD","US","SERVICES"
"F4520E9F-5E78-4642-90C0-E2B33868CE8F","A985156741434817",102.999897,"IDR",2013-04-14,"A","P","MC","Jakarta","ID","BANK"
"4247C6A3-985D-4B95-BA73-B47152E159DE","A1055521199724240",14.03,"USD",2013-08-22,"A","P","VISA","CA","US","HOTELS"
"C7946F13-D0F8-418F-9288-8786A23159C1","A844428049672321",139.99,"USD",2013-05-05,"A","P","VISA","FL","US","HOTELS"
"FFB66F8B-081E-4D9C-924C-0224129C9C56","A914800805883809",127.22,"USD",2013-08-16,"A","P","VISA","PA","US","ELECTRONIC"
"6E582EBE-3995-4A13-9F3C-FE4346AB41F4","A844427969832380",5.23,"USD",2013-05-26,"A","P","AMEX","HI","US","HOBBY"
"50E561DA-63EA-4C54-8AF0-0DD33FDB8F2B","A1759222259085770",160.3882,"EUR",2013-06-25,"A","P","AMEX","Siena","IT","SUPERMKT"
"B8B62A5C-0C08-403C-8CFC-10986CE6D996","A1759221135176300",541.24,"USD",2013-07-31,"A","P","MC","TX","US","BANK"
"A33200CE-186F-4C95-A209-8B75A36D1983","A844427429032724",79.99,"USD",2013-04-12,"A","P","AMEX","CA","US","BANK"
"6C265CC5-4117-4EDF-AC1F-5C94820C13E9","A1688852061246170",176.66415,"AUD",2013-04-03,"A","P","MC","Queensland","AU","BANK"
"80AF75FB-FF1A-4A99-A15A-AFDDD757FD57","A1829581270240890",79.99,"USD",2013-09-15,"A","P","VISA","CA","US","BANK"
"35FD987D-E8A6-4756-B39B-0FF829FE8B9B","A1055520812590230",85.59,"USD",2013-05-22,"A","P","MC","PA","US","TELECOM"
"BAAF5171-C25E-432E-9C07-B23244A8CCF9","A914800601712421",150.63,"USD",2013-05-02,"A","P","AMEX","WA","US","BANK"
"3F04F5FF-BC40-4FDC-BE17-D7F05EBA85E8","A914801071161612",422.94,"USD",2013-07-13,"A","P","MC","FL","US","PETROL"
"1B998483-10D3-4AD5-B2C1-9DC1E370AD6E","A914800947903773",173.223251,"GBP",2013-09-13,"A","P","VISA",NA,"GB","TRANSPORTATION"
"25703AF1-B096-432D-9246-AD542CFB9D16","A1688853658814750",160.3882,"EUR",2013-04-06,"A","P","VISA","Bergamo","IT","BANK"
"9C991BD0-E685-448E-B5BF-6835266F0920","A914800252023242",106.4762,"EUR",2013-05-11,"A","P","VISA",NA,"IE","BANK"
"48637897-E852-418A-9FCF-5EA1527B45B0","A985157047188916",86.59,"USD",2013-07-06,"A","P","MC","TX","US","BANK"
"EAA9F5A5-2127-4580-8B29-D1BC1C8B4AFB","A985156090114983",69.99,"USD",2013-06-27,"A","P","AMEX","CA","US","BANK"
