"account_id","marital_status","sex","education","bad_flag","amount_6_bucket","pur_6_bucket","bank_6_bucket","entmnt_6_bucket","jewellery_6_bucket","medical_6_bucket","others_6_bucket","petrol_6_bucket","restaurant_6_bucket","supermarket_6_bucket","telecom_6_bucket","travel_6_bucket","utility_6_bucket","avg_pur_amt_6_bucket","max_pur_amt_6_bucket","min_pur_amt_6_bucket","avg_interval_pur_6_bucket","max_interval_pur_6_bucket","min_interval_pur_6_bucket","credit_limit_bucket","age_bucket","income_bucket"
"a_1055520444618950","single","male","master","no","1","10","6","10","10","10","10","10","11","10","10","10","10","1","1","1","10","10","10","5","3","1"
"a_1055520452139680","married","male","high_school","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","9","4"
"a_1055520458631970","married","male","high_school","no","10","10","6","10","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","3","9","1"
"a_1055520462444960","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","9","1"
"a_1055520462647920","single","male","undergraduate","yes","3","10","6","10","10","10","10","11","10","10","10","10","10","3","3","3","10","10","10","8","2","1"
"a_1055520469722200","married","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","7","5","4"
"a_1055520475014980","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","6","4","1"
"a_1055520475036870","married","male","high_school","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","6","8","4"
"a_1055520475072000","married","male","undergraduate","no","8","10","6","10","10","10","10","10","10","10","10","10","11","8","8","8","10","10","10","4","6","4"
"a_1055520476647580","single","male","master","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","6","1"
"a_1055520476952790","single","male","undergraduate","no","10","10","6","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","5","2","4"
"a_1055520476977650","married","female","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","5","6","1"
"a_1055520477103660","single","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","9","3","1"
"a_1055520477525490","married","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","6","6","4"
"a_1055520478006670","married","female","master","no","1","10","6","10","10","10","10","10","10","10","11","10","10","1","1","1","10","10","10","3","7","1"
"a_1055520478035550","married","male","undergraduate","yes","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","1","10","10","10","7","9","1"
"a_1055520478066310","married","male","master","no","9","10","6","10","10","10","10","10","10","10","11","10","10","9","9","9","10","10","10","2","5","1"
"a_1055520478602920","single","male","master","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","8","4","1"
"a_1055520481151460","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","8","4","1"
"a_1055520481720050","married","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","11","10","10","5","5","5","10","10","10","4","9","1"
"a_1055520482114470","married","male","master","no","3","10","6","10","10","10","10","10","10","10","10","10","11","3","3","3","10","10","10","6","10","4"
"a_1055520483397650","single","male","undergraduate","no","10","10","6","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","9","2","1"
"a_1055520483419030","single","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","4","1","4"
"a_1055520483554350","single","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","9","4","1"
"a_1055520483643670","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","4","6","1"
"a_1055520483817460","single","male","polytechnics","no","10","10","6","10","10","10","10","10","10","10","10","10","10","9","10","1","10","10","10","7","6","4"
"a_1055520484687660","single","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","5","6","4"
"a_1055520488008140","married","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","5","10","4"
"a_1055520491328120","married","male","undergraduate","no","7","10","6","10","10","10","10","10","10","10","11","10","10","7","7","7","10","10","10","1","8","4"
"a_1055520492155470","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","6","5","1"
"a_1055520492397060","married","male","undergraduate","no","1","10","6","10","10","10","10","11","10","10","10","10","10","1","1","1","10","10","10","6","10","1"
"a_1055520494094940","single","female","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","10","3","1"
"a_1055520494154560","married","male","undergraduate","no","4","10","6","11","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","2","4","4"
"a_1055520498926800","single","female","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","5","2","4"
"a_1055520499334810","married","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","4","10","4"
"a_1055520499421540","single","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","6","1","1"
"a_1055520500467750","married","male","high_school","no","2","10","6","10","10","10","10","10","10","10","11","10","10","2","2","2","10","10","10","2","10","1"
"a_1055520500797970","single","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","5","3","4"
"a_1055520501315970","married","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","2","7","4"
"a_1055520502618980","single","female","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","6","5","1"
"a_1055520503387230","single","female","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","9","8","1"
"a_1055520505084790","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","5","1","1"
"a_1055520505467680","married","female","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","1","4","4"
"a_1055520506041170","single","male","high_school","no","9","10","6","10","10","10","10","11","10","10","10","10","10","9","9","9","10","10","10","9","4","1"
"a_1055520506570960","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","11","3","3","3","10","10","10","3","7","1"
"a_1055520507347370","married","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","7","10","1"
"a_1055520509094990","married","female","undergraduate","no","1","10","6","10","10","10","10","10","10","11","10","10","10","1","1","1","10","10","10","1","2","1"
"a_1055520509580320","single","female","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","7","4","1"
"a_1055520510385780","married","female","undergraduate","yes","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","4","1"
"a_1055520510519510","single","male","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","6","4","1"
"a_1055520510972440","married","male","high_school","no","10","10","6","10","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","9","10","4"
"a_1055520511105750","married","male","master","no","1","10","6","10","10","10","10","10","10","10","10","10","11","1","1","1","10","10","10","4","8","4"
"a_1055520511617090","married","female","undergraduate","no","10","10","6","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","10","6","5","1"
"a_1055520512271680","married","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","8","7","1"
"a_1055520512383450","single","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","2","1","4"
"a_1055520513409710","married","male","polytechnics","yes","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","10","1"
"a_1055520513485700","married","male","master","no","1","10","6","10","10","10","10","11","10","10","10","10","10","1","1","1","10","10","10","8","8","1"
"a_1055520513626400","single","male","undergraduate","no","3","10","6","10","10","10","10","11","10","10","10","10","10","3","3","3","10","10","10","7","4","1"
"a_1055520515784910","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","2","7","1"
"a_1055520517570640","married","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","5","4","1"
"a_1055520517872520","married","male","polytechnics","no","6","10","6","10","10","10","10","10","10","10","11","10","10","6","6","6","10","10","10","9","7","1"
"a_1055520517891130","single","male","master","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","4","2","1"
"a_1055520519627260","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","7","4","4"
"a_1055520520715660","single","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","3","7","4"
"a_1055520521947280","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","5","8","4"
"a_1055520523262680","single","male","polytechnics","no","4","10","6","10","10","10","10","10","10","10","11","10","10","4","4","4","10","10","10","5","5","4"
"a_1055520523956590","married","male","polytechnics","no","7","10","6","10","10","10","10","10","10","11","10","10","10","7","7","7","10","10","10","8","9","4"
"a_1055520524387150","married","male","high_school","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","3","8","4"
"a_1055520525041360","married","female","polytechnics","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","7","1"
"a_1055520525317700","married","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","10","6","4"
"a_1055520525489220","married","male","polytechnics","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","3","10","4"
"a_1055520525515710","single","male","master","no","1","10","6","10","10","10","10","11","10","10","10","10","10","1","1","1","10","10","10","7","6","1"
"a_1055520525557860","single","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","6","4","1"
"a_1055520525698470","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","8","7","1"
"a_1055520525753960","single","female","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","8","2","4"
"a_1055520526223950","single","female","polytechnics","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","3","6","4"
"a_1055520526373510","single","male","undergraduate","no","1","10","6","10","10","10","10","11","10","10","10","10","10","1","1","1","10","10","10","9","6","4"
"a_1055520526402120","single","male","undergraduate","no","4","10","6","10","10","10","10","10","11","10","10","10","10","4","4","4","10","10","10","10","6","1"
"a_1055520526496670","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","11","10","10","10","1","1","1","10","10","10","3","7","4"
"a_1055520526501680","married","female","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","4","1"
"a_1055520526766620","married","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","3","8","1"
"a_1055520526901820","married","male","undergraduate","no","2","10","6","10","10","11","10","10","10","10","10","10","10","2","2","2","10","10","10","2","6","1"
"a_1055520527011810","married","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","11","10","10","9","9","9","10","10","10","6","6","4"
"a_1055520527131740","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","10","7","4"
"a_1055520527577290","married","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","3","6","4"
"a_1055520528462240","married","male","master","no","9","10","6","10","10","10","10","11","10","10","10","10","10","9","9","9","10","10","10","10","10","4"
"a_1055520528529110","single","male","master","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","3","6","1"
"a_1055520528552180","single","male","master","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","7","4","1"
"a_1055520528764080","married","female","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","8","4","1"
"a_1055520529059270","single","female","undergraduate","no","1","10","6","10","10","10","10","10","11","10","10","10","10","1","1","1","10","10","10","9","2","1"
"a_1055520529159480","single","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","5","7","1"
"a_1055520529159860","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","9","4","4"
"a_1055520530229860","single","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","3","2","1"
"a_1055520530367760","married","male","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","3","8","4"
"a_1055520530419190","single","male","master","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","2","4","1"
"a_1055520531307150","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","11","10","10","10","6","6","6","10","10","10","6","8","4"
"a_1055520531709370","married","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","1","8","4"
"a_1055520531835490","married","male","master","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","8","1"
"a_1055520532032630","married","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","10","10","1"
"a_1055520532147060","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","11","10","10","10","1","1","1","10","10","10","5","7","1"
"a_1055520532407140","single","male","undergraduate","no","9","10","6","10","10","10","10","10","10","11","10","10","10","9","9","9","10","10","10","7","7","4"
"a_1055520532646290","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","6","1"
"a_1055520532653770","single","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","8","4","1"
"a_1055520532807640","married","male","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","8","7","1"
"a_1055520534614990","single","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","5","3","1"
"a_1055520535526540","married","male","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","9","8","1"
"a_1055520535559250","married","male","middle_school","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","2","7","1"
"a_1055520536750990","married","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","2","6","1"
"a_1055520536805880","single","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","2","5","4"
"a_1055520537125650","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","4"
"a_1055520538558060","married","female","master","no","1","10","6","11","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","1","6","4"
"a_1055520538559050","single","female","undergraduate","no","2","10","6","10","10","11","10","10","10","10","10","10","10","2","2","2","10","10","10","5","4","1"
"a_1055520538852760","married","male","polytechnics","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","9","4"
"a_1055520539706980","single","female","master","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","8","4","1"
"a_1055520541100340","single","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","8","2","1"
"a_1055520542604610","married","female","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","3","8","1"
"a_1055520542943680","single","female","polytechnics","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","10","2","4"
"a_1055520543778680","single","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","2","1"
"a_1055520544052600","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","6","4","1"
"a_1055520544215270","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","10","7","4"
"a_1055520544539930","single","female","polytechnics","no","9","10","6","10","10","11","10","10","10","10","10","10","10","9","9","9","10","10","10","1","1","1"
"a_1055520545165030","single","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","3","4","4"
"a_1055520545764730","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","1","4"
"a_1055520546375750","single","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","2","4"
"a_1055520546618150","single","male","master","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","8","6","4"
"a_1055520546859080","single","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","9","2","1"
"a_1055520547180090","married","female","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","5","8","4"
"a_1055520547194480","single","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","1","4","4"
"a_1055520547853360","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","4","4","1"
"a_1055520548264760","married","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","4","6","1"
"a_1055520550480350","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","11","10","10","1","1","1","10","10","10","1","7","4"
"a_1055520551474330","single","male","master","no","3","10","6","11","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","8","4","1"
"a_1055520552099470","married","male","master","no","1","10","6","10","10","10","10","11","10","10","10","10","10","1","1","1","10","10","10","9","8","1"
"a_1055520553293060","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","3","8","4"
"a_1055520554203710","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","10","7","4"
"a_1055520554965950","single","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","1"
"a_1055520556783040","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","3","2","1"
"a_1055520558548500","single","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","8","4","4"
"a_1055520558687870","single","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","4","6","4"
"a_1055520558955650","single","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","11","10","1","1","1","10","10","10","3","3","1"
"a_1055520561113790","married","male","undergraduate","no","4","10","6","10","10","10","10","10","11","10","10","10","10","4","4","4","10","10","10","7","9","1"
"a_1055520561182690","single","male","master","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","2","2","4"
"a_1055520561375470","single","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","10","4","1"
"a_1055520561516490","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","8","7","4"
"a_1055520561596670","married","male","polytechnics","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","7","10","1"
"a_1055520562422410","single","female","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","2","1","1"
"a_1055520562661270","single","male","undergraduate","no","3","10","6","10","10","10","10","11","10","10","10","10","10","3","3","3","10","10","10","4","2","4"
"a_1055520562897130","married","male","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","6","10","4"
"a_1055520563012610","married","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","2","8","4"
"a_1055520565545850","single","male","master","no","1","10","6","10","10","10","10","10","10","11","10","10","10","1","1","1","10","10","10","8","4","4"
"a_1055520566119390","married","female","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","1","2","1"
"a_1055520566378140","married","male","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","6","2","1"
"a_1055520567605810","married","male","high_school","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","6","6","4"
"a_1055520568000760","single","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","5","2","4"
"a_1055520569183220","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","8","1"
"a_1055520569282790","single","female","middle_school","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","8","1","4"
"a_1055520569394620","single","female","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","4","4"
"a_1055520569477650","married","male","undergraduate","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","1","6","4"
"a_1055520569528210","married","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","11","10","10","4","4","4","10","10","10","8","5","1"
"a_1055520569918930","single","male","undergraduate","no","9","10","6","10","10","10","10","11","10","10","10","10","10","9","9","9","10","10","10","1","2","4"
"a_1055520570913640","married","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","1","9","1"
"a_1055520570929800","single","male","undergraduate","no","5","10","6","10","10","11","10","10","10","10","10","10","10","5","5","5","10","10","10","8","2","4"
"a_1055520571204740","single","male","undergraduate","no","2","10","6","10","10","10","10","10","11","10","10","10","10","2","2","2","10","10","10","8","4","1"
"a_1055520571765800","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","4","1"
"a_1055520571978190","single","male","high_school","no","9","10","6","10","10","10","10","10","11","10","10","10","10","9","9","9","10","10","10","9","3","4"
"a_1055520572254130","single","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","7","1","4"
"a_1055520572428590","married","female","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","4","1"
"a_1055520573171010","married","male","undergraduate","no","1","10","6","10","10","10","10","10","11","10","10","10","10","1","1","1","10","10","10","3","6","4"
"a_1055520573687000","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","4","4"
"a_1055520573698000","married","male","undergraduate","no","7","10","6","10","10","10","10","10","10","10","10","11","10","7","7","7","10","10","10","10","9","1"
"a_1055520573777540","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","8","6","1"
"a_1055520573813270","single","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","7","2","1"
"a_1055520574472900","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","10","4"
"a_1055520574682580","married","male","master","no","1","10","11","10","10","10","10","10","10","10","10","10","10","1","1","1","10","10","10","10","6","4"
"a_1055520575126090","married","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","8","1"
