"accountID","creditLimit","maritalStatus","sex","education","income","accountSetupStatus","badFlag","age"
"A1055520605641260",2.27851725494489,"Married","Male","Undergraduate",9.80717639438808,"A","NO",42
"A1055521269205560",6.30885323161911,"Single","Male","Polytechnics",23184.2973211594,"A","NO",30
"A985156517872053",13.0705157623375,"Single","Male","Master",20741.3903905544,"A","NO",33
"A914800687702585",0.540820277429186,"Single","Male","Master",10.0624900311232,"A","NO",34
"A844427434002007",-3.59887585150264,"Married","Male","Middle School",-14.5104452874511,"A","Yes",48
"A1759221005244540",2.54937372672744,"Married","Male","Undergraduate",-4.43508584052324,"A","NO",40
"A914801078696894",6.72907993098069,"Single","Male","Undergraduate",17.7618284802884,"A","NO",31
"A1055521517177920",1.53093269853946,"Single","Male","Master",-12.3397978208959,"A","NO",30
"A365522411836173",5.81002701645438,"Single","Male","Undergraduate",18.9149312395602,"A","NO",32
"A844428042285134",-7.29185084410477,"Married","Male","Undergraduate",2.85909372381866,"A","NO",37
"A844428083815816",3.87142031071242,"Single","Female","Undergraduate",-5.02449750900269,"A","NO",47
"A1899946131210650",5.2019981446974,"Single","Male","Polytechnics",-5.57784174568951,"A","NO",33
"A844428087868757",3.54908546999749,"Married","Male","Undergraduate",9.47700129821897,"A","NO",50
"A985157072316095",-1.04993988029286,"Single","Female","Undergraduate",21533.58034865,"A","NO",31
"A1055521419984210",-7.05006063859817,"Single","Male","Undergraduate",-18.1731932703406,"A","NO",38
"A985156191018298",-3.66146551706362,"Single","Male","Undergraduate",7.13556443341076,"A","NO",28
"A914800720098132",1.2989586444376,"Single","Male","Master",-10.5179961957037,"A","NO",33
"A1688853659532890",-0.180746269004419,"Married","Male","Undergraduate",12.9206318221986,"A","NO",45
"A1055521156507610",3.39155326609965,"Married","Male","Undergraduate",14.1618805192411,"A","NO",44
"A914801088606180",4.52089353799354,"Married","Female","Master",14.6025123819709,"A","NO",36
"A1899946639361730",3.93188912354596,"Married","Male","High School",16.0695780906826,"A","NO",46
"A1829581176548400",-8.09859546746593,"Single","Male","Master",18.6005329340696,"A","NO",31
"A914800613473562",7.0507315534763,"Married","Female","Undergraduate",88893.0869290289,"A","NO",43
"A844427443055878",4.53871093333606,"Single","Female","Polytechnics",-2.72017522715032,"A","NO",27
"A914801030310705",3.74824116381072,"Married","Male","Undergraduate",-4.37241217121482,"A","NO",35
"A1055521046294390",-7.4506852575643,"Married","Male","Undergraduate",19.437061464414,"A","NO",43
"A985156518575016",-6.27807488018181,"Married","Male","Master",-4.27292158827186,"A","NO",36
"A1055520551474330",6.69059002427291,"Single","Male","Master",3.89606734737754,"A","NO",33
"A985157044337648",-7.83074077399448,"Single","Male","Undergraduate",-16.1835516337305,"A","Yes",30
"A1899945727794720",-8.32899386220146,"Single","Male"," ",-4.644535491243,"A","NO",36
"A1055521411580910",7.55895375166368,"Single","Male","Undergraduate",10.0463253911585,"A","NO",32
"A985157115281045",3.5102634137962,"Single","Male","Master",0.956561705097556,"A","NO",37
"A985156575665554",0.638745654133149,"Married","Male","Undergraduate",-18.1655189208686,"A","NO",43
"A1055520783497410",6.8099908647621,"Married","Male","Master",-10.2895290032029,"A","NO",56
"A985157031811460",5.92997023898642,"Married","Male","Undergraduate",-2.65992690809071,"A","NO",35
"A914801000059373",1.39113270356972,"Married","Male","Master",2.43835897184908,"A","NO",52
"A985156862898019",8.89918341945205,"Single","Male","Master",-0.375494426116347,"A","NO",33
"A1688853636380030",3.03872648396995,"Married","Male","Undergraduate",-8.84533569216728,"A","NO",35
"A914800166389500",-4.06166477824561,"Single","Male","Undergraduate",-17.6210859511048,"A","NO",29
"A1055520475014980",4.51936373274587,"Single","Male","Master",3.52713530883193,"A","NO",33
"A914801024194309",-1.39126737893373,"Single","Male","High School",11.5902405511588,"A","NO",33
"A844427834194356",11.1706612633253,"Married","Male","Polytechnics",2.19629890285432,"A","NO",45
"A914801009008422",6.11837652957533,"Single","Male","Polytechnics",14.1644475050271,"A","NO",31
"A1055521380683140",7.29833781447355,"Single","Male","Undergraduate",-5.43954715132713,"A","NO",32
"A1055521440043270",-4.03896929036826,"Married","Female","Master",-1.68484357185662,"A","NO",40
"A1759220815317970",6.05916257953644,"Married","Male","Master",17.5803266186267,"A","NO",40
"A1688852211476980",1.92935398106743,"Single","Male","Undergraduate",12.5870266743004,"A","NO",32
"A1055521387699650",-3.46806213146448,"Married","Male","Undergraduate",-16.7558316886425,"A","NO",47
"A914800951289938",3.31146472217515,"Married","Male","Master",72864.2594552133,"A","NO",55
"A914800168849695",-0.790536809459329,"Single","Male","Master",-5.87135695852339,"A","NO",36
"A1829582548648150",-0.698313284957782,"Single","Male","Undergraduate",14.8124768771231,"A","NO",32
"A844427151525964",7.91840944586601,"Single","Female","Undergraduate",-17.3993851616979,"A","NO",31
"A1899945396431060",-1.76113686644938,"Single","Male","Master",19.4656137377024,"A","NO",32
"A1688852558940090",-3.11956310870685,"Single","Female","Master",-1.87184752896428,"A","NO",35
"A914800153345247",8.14108447848912,"Single","Female","Undergraduate",10.0123484339565,"A","NO",33
"A844428014186296",11.0805227149213,"Single","Female","Master",-16.7683668900281,"A","NO",29
"A985157025970004",4.51191723477654,"Married","Male","Polytechnics",3.47624528221786,"A","NO",53
"A985156077457695",7.95871901061293,"Married","Male","Undergraduate",19.4704816676676,"A","NO",33
"A1688852480586030",-8.13160788405687,"Married","Female","Undergraduate",-9.36590077355504,"A","NO",43
"A844427298309879",10.9597422658503,"Married","Male","Undergraduate",-8.22472798638046,"A","NO",61
"A1899945681410010",3.88104469068069,"Married","Male","Master",8.48562062717974,"A","NO",62
"A1055521209707630",2.30910388142429,"Married","Male","Undergraduate",-13.7386532220989,"A","NO",31
"A914800450012904",-2.98093035733607,"Married","Male","Undergraduate",3.91972531564534,"A","NO",35
"A985156157841074",-2.01099551267084,"Single","Female","Master",1.09096378087997,"A","NO",29
"A844427438525165",7.1584625017168,"Married","Male","Master",-12.124821478501,"A","NO",39
"A844428155156308",2.47086191159114,"Married","Male"," ",1.07730904594064,"A","NO",54
"A315043311869052",-3.78193705553748,"Married","Male","Undergraduate",-14.3175932858139,"A","NO",35
"A985156992352211",1.47951431505103,"Single","Male","Undergraduate",13479.8201541249,"A","Yes",30
"A844427272260408",-2.7287101913793,"Single","Male","Polytechnics",-5.9052338078618,"A","NO",34
"A985156284155849",5.52142686541006,"Married","Male","Polytechnics",1.30117402411997,"A","NO",30
"A363460139719701",8.85948033257853,"Married","Male","Undergraduate",18.7220694683492,"A","NO",41
"A1829581236472150",1.56004014923517,"Married","Male","Undergraduate",-13.9368239510804,"A","NO",45
"A844428160326909",4.94849343213067,"Married","Male","Master",-0.786533784121275,"A","NO",36
"A985156584691933",-0.48022409867961,"Married","Female","Undergraduate",-12.2227421496063,"A","NO",49
"A914800707309386",11.9003691806542,"Married","Male","Master",-4.95655900798738,"A","NO",39
"A1688852653140780",0.389562832995318,"Single","Male","Master",15.0903406832367,"A","NO",32
"A1759220767424060",0.0388662070101129,"Single","Female","Undergraduate",-0.659971181303263,"A","NO",35
"A844427694299306",3.06812886724342,"Married","Male","Master",7.8780894074589,"A","NO",40
"A1055521219369060",3.36906353773642,"Married","Male","Master",4.63788227178156,"A","NO",45
"A1055520947016070",2.10048967787158,"Married","Male","Undergraduate",15.3605261724442,"A","NO",35
"A1055520962028530",6.05048839700036,"Married","Male","Master",6.10614004544914,"A","NO",36
"A985156996891474",5.89140587047767,"Married","Male","Master",9.44047469645739,"A","NO",46
"A564049497786574",0.800963146248832,"Married","Male","Undergraduate",-4.46557013317943,"A","NO",42
"A1829581771636980",-5.01903219840769,"Married","Male","Undergraduate",-15.6921522598714,"A","NO",63
"A844427968267588",-0.109510434272699,"Single","Male","Polytechnics",10.2410193812102,"A","NO",32
"A914800461141210",-0.0314593011988324,"Married","Male","Undergraduate",7.87298643961549,"A","NO",37
"A1829581372509890",8.96196316602919,"Married","Male","Undergraduate",-0.922205988317728,"A","NO",32
"A844427342609315",-4.07999803697783,"Single","Male","Undergraduate",0.157110067084432,"A","NO",37
"A389645190801586",1.01805887014885,"Single","Male","Undergraduate",-2.61914440430701,"A","NO",35
"A985156493869422",6.67845149764232,"Single","Male","Polytechnics",-13.1272161379457,"A","NO",32
"A1055521520006760",8.24185898216255,"Married","Male","Undergraduate",-9.12891165353358,"A","NO",39
"A1829582390581810",8.82086767126061,"Married","Male","Polytechnics",2.94419860467315,"A","NO",44
"A1055520547180090",3.30833777291887,"Married","Female","Undergraduate",-16.4579320326447,"A","NO",42
"A844428045076723",3.16157048635557,"Married","Male","Master",-18.2641977258027,"A","NO",43
"A1688852494544630",2.13101613198593,"Married","Female","Master",8.14799253828824,"A","NO",61
"A914800987684710",1.14165685363952,"Single","Male","Undergraduate",15.9426222369075,"A","NO",29
"A985156150852293",-10.6780486807302,"Single","Male","Undergraduate",6.18356007151306,"A","NO",29
"A844428120672064",5.04169004817307,"Married","Female","Undergraduate",-19.3098186422139,"A","Yes",41
"A914801043833215",6.14861800122634,"Single","Male","Polytechnics",-2.88247043266892,"A","NO",29
"A844427275151505",6.67190731264744,"Single","Male","Polytechnics",9346.43188106827,"A","NO",29
"A1688853625147130",3.19842539553251,"Married","Male","Master",6.63403573445976,"A","NO",71
"A1899946701743620",11.1883259030525,"Married","Male","Undergraduate",-15.7646951358765,"A","NO",39
"A844427902295595",6.98858604850713,"Married","Male","Undergraduate",-3.49701848812401,"A","NO",62
"A1688852194088190",-4.3580073494548,"Single","Male","Undergraduate",17625.604133131,"A","NO",32
"A1055520751468500",0.819400470608845,"Single","Male","Undergraduate",1.47372351028025,"A","NO",30
"A1759222107445930",-1.6186224329602,"Single","Female","Undergraduate",4.37112498097122,"A","NO",29
"A1055521464243010",0.749936228086241,"Married","Male","Polytechnics",-16.352490959689,"A","NO",35
"A914801093547146",-7.10190700917505,"Single","Female","Undergraduate",-0.570274917408824,"A","NO",29
"A1055521508801110",4.01144822227769,"Married","Male","Undergraduate",-0.293681900948286,"A","NO",42
"A985157007601104",0.609243828902952,"Married","Male","Undergraduate",-14.1042550839484,"A","NO",30
"A1759221330992900",-7.05143323205877,"Married","Male"," ",-11.9264940079302,"A","NO",58
"A914800663001940",2.9582452004822,"Married","Male","High School",14.8767247516662,"A","Yes",45
"A293600947908426",2.28904156411439,"Married","Male","Master",7.8259040042758,"A","NO",41
"A914801084802076",-3.04071662641875,"Married","Male","Undergraduate",-10.8227770216763,"A","NO",54
"A914801113363348",8.04920775964298,"Married","Male","Master",-17.0743687078357,"A","NO",46
"A844428012496904",2.15101659220364,"Single","Male","Undergraduate",147551.001429876,"A","NO",29
"A1055521019133600",-5.64114077519067,"Single","Male","Master",3.1937980465591,"A","NO",32
"A914801032309848",-2.12931220850814,"Married","Male","Master",-13.3598076552153,"A","NO",35
"A1055520442263300",10.8986931623099,"Married","Female","Undergraduate",5.85655082948506,"A","NO",46
"A2111055892876320",4.51843475954048,"Single","Male","Master",40259.6822532117,"A","NO",32
"A985157032802119",1.3106113168681,"Married","Male","Undergraduate",-9.83976825140417,"A","NO",34
"A985156368712767",-4.14959563590773,"Married","Female","Undergraduate",3.7505170982331,"A","NO",42
"A1055521481984390",0.690794593630358,"Married","Male","Master",4.92256165482104,"A","NO",64
"A844427915540097",6.73975209391955,"Married","Male","Undergraduate",-5.86163342930377,"A","NO",36
"A985156741434817",8.23958981897589,"Married","Male","Undergraduate",-12.7689958177507,"A","NO",40
"A1055521199724240",0.458608308304102,"Married","Male","High School",-9.89764960482717,"A","NO",55
"A844428049672321",12.5007541026995,"Married","Female","Undergraduate",-16.5494155976921,"A","NO",33
"A914800805883809",-5.3691373432558,"Single","Male","Master",-4.6699851192534,"A","NO",31
"A844427969832380",9.16177706485893,"Single","Male","Undergraduate",-13.075157944113,"A","NO",30
"A1759222259085770",3.1884756427072,"Single","Male","Master",16.2768026348203,"A","NO",35
"A1759221135176300",8.18124263899773,"Married","Male","Undergraduate",-3.81656175479293,"A","NO",40
"A844427429032724",-1.04923441475071,"Married","Female","Undergraduate",-7.71425067447126,"A","NO",57
"A1688852061246170",3.74090194851067,"Married","Male","Undergraduate",-17.1279287803918,"A","NO",34
"A1829581270240890",4.92157187787816,"Single","Male","Undergraduate",11.0532207693905,"A","NO",34
"A1055520812590230",-4.38920983555634,"Single","Female","Undergraduate",3.86038248427212,"A","NO",30
"A914800601712421",9.35824356245995,"Single","Male","Master",0.0103988498449326,"A","NO",29
"A914801071161612",8.58806391079072,"Single","Male","Undergraduate",15.2488744445145,"A","NO",30
"A914800947903773",4.44078766439296,"Married","Male","High School",11.6815512534231,"A","NO",38
"A1688853658814750",4.88034918132517,"Single","Male","Undergraduate",18.1505634076893,"A","NO",31
"A914800252023242",14.4081904339744,"Married","Male","Polytechnics",9.65162702836096,"A","NO",36
"A985157047188916",1.93131107362173,"Married","Male","Undergraduate",-16.6791872493923,"A","NO",62
"A985156090114983",0.66064435300231,"Single","Male","Undergraduate",-7.25129906088114,"A","Yes",31
"A844427547147128",7.0895686345771,"Married","Female","Undergraduate",15.0182304065675,"A","NO",33
"A844428159085227",-2.77851571084093,"Single","Male","Master",0.307716624811292,"A","Yes",39
"A564049495121394",1.44820159286261,"Married","Male","Master",16.1506666522473,"A","NO",45
"A844427605777817",1.93179881360289,"Married","Male","Polytechnics",-13.6330497637391,"A","NO",40
"A1759221007773840",10.6981872597523,"Married","Male","Undergraduate",10.4533693566918,"A","NO",43
"A985157019593107",-1.72131769107096,"Married","Male","Undergraduate",9.33664030395448,"A","NO",44
"A914800846290026",8.30861109088734,"Married","Male","High School",11.3674516603351,"A","NO",53
"A1759220756188970",4.76828535170201,"Married","Male","Polytechnics",-3.92258629202843,"A","NO",44
"A1829582433555150",4.82092076407652,"Married","Male","Undergraduate",-8.66985395550728,"A","NO",47
"A1829581291291510",1.85070319459587,"Married","Male","Undergraduate",-11.6434772033244,"A","NO",38
"A914800608282314",3.86184044459555,"Married","Male","Master",12.291581183672,"A","NO",47
"A914800673887492",3.28026125282701,"Single","Male"," ",16.7289397493005,"A","NO",31
"A844428128320546",1.73822334691975,"Single","Male","Undergraduate",-2.2664153855294,"A","NO",32
"A1055521448344340",6.84048775444925,"Single","Male","Master",6.16981248371303,"A","NO",33
"A1055521172923470",5.36909896349069,"Married","Male","Undergraduate",-9.59257093258202,"A","NO",39
"A1055521345193460",8.41119626444206,"Married","Male","Middle School",-10.3964371047914,"A","NO",41
"A1055521450337980",-3.56109764307924,"Single","Male","Undergraduate",0.0773273315280676,"A","NO",34
"A1055520813321710",0.381186716443859,"Married","Male","Undergraduate",-13.868731604889,"A","Yes",37
"A1759220773566880",10.5890430263234,"Married","Male","Undergraduate",-7.00173574499786,"A","NO",39
"A914800481307634",-0.458837277566083,"Married","Female","Undergraduate",-6.79373351857066,"A","NO",34
"A914800565729896",3.83149503494706,"Married","Male","Master",16.7347723431885,"A","NO",35
"A844427732928071",1.22833017080277,"Married","Male","Undergraduate",-8.86294264346361,"A","Yes",67
"A985156273669980",3.8008562657712,"Single","Male","Undergraduate",19.3677855562419,"A","NO",30
"A312361365370578",4.60826878444757,"Married","Male","Undergraduate",5.20441747270525,"A","NO",37
"A914800301691723",0.328734717063606,"Single","Male","Master",-16.6893014218658,"A","NO",33
"A1899945928511490",3.44005782098416,"Single","Male","Undergraduate",-18.2394115161151,"A","NO",33
"A1759222294788660",1.47185531379655,"Single","Male","Undergraduate",18.0107167549431,"A","NO",30
"A402494130773254",-10.9413892166289,"Married","Male","Master",1.58329654484987,"A","NO",43
"A985157068813288",8.27048483073711,"Married","Male","Undergraduate",-18.4540396369994,"A","NO",39
"A1055521419524970",6.77984347010776,"Married","Female","Undergraduate",-1.36245669797063,"A","NO",49
"A1055521384127630",7.94108727674931,"Single","Male","Master",2.76264611631632,"A","NO",31
"A914800995564924",3.50077773754112,"Married","Male","Undergraduate",-4.17840604670346,"A","NO",42
"A914800193586965",2.55179731412791,"Married","Male","Undergraduate",18.3507906645536,"A","NO",40
"A1829581041016880",7.05177033649851,"Single","Male","Polytechnics",15177.7536938339,"A","NO",28
"A914801024445661",5.30943815463874,"Married","Male","Undergraduate",-8.31203000620008,"A","NO",42
"A985156153460440",2.62187629797868,"Single","Male","Undergraduate",-11.1207043472677,"A","NO",27
"A844427991435201",5.95970380252413,"Married","Female","Undergraduate",11.8382238317281,"A","NO",39
"A914801033474659",1.94812105564214,"Single","Female","Undergraduate",-1.3523796480149,"A","NO",33
"A985156099289746",2.81124582382292,"Married","Male","Undergraduate",6.22923918068409,"A","NO",45
"A914801015239253",-3.43917304930091,"Single","Male","Undergraduate",15.1492900401354,"A","NO",30
"A844427431072146",1.76987700601388,"Married","Male","Undergraduate",-19.765140209347,"A","NO",48
"A914800212572490",-7.36816633772105,"Married","Male","Undergraduate",19.8012507800013,"A","NO",57
"A844427776676263",0.428170311609283,"Married","Male","Undergraduate",-7.31410399079323,"A","NO",49
"A844427762317640",4.90878694507759,"Married","Male","Undergraduate",-5.66701846197248,"A","NO",45
"A985156645629920",-0.671101279499009,"Single","Male","Undergraduate",2.57629342377186,"A","NO",31
"A1055520909262450",3.94862478158157,"Married","Male","Polytechnics",8.99358132854104,"A","NO",43
"A914800196254384",6.37982971092779,"Single","Male","Undergraduate",-17.8026426117867,"A","NO",27
"A914801031144095",-0.88864230905287,"Married","Male","Master",9.70137597061694,"A","NO",33
"A844427852639405",10.3116189423958,"Single","Female","Polytechnics",-4.55636187456548,"A","NO",29
"A844427144079014",9.36090061802324,"Single","Male","Undergraduate",16.8927330430597,"A","Yes",27
"A844428072967513",-8.69136396434344,"Married","Male","Master",15.8206385467201,"A","NO",54
"A1899946067442330",9.25852393534034,"Single","Male","Undergraduate",13.9047039765865,"A","NO",27
"A914801027717050",0.618540748220869,"Single","Female","Master",15.9266938548535,"A","NO",31
"A1055521376259710",-4.25166752976645,"Single","Male","Master",-5.17444615252316,"A","NO",30
"A985156161311240",3.72875213399995,"Married","Male","Polytechnics",-9.04967933893204,"A","NO",39
"A1688853614493000",5.41053374696244,"Married","Female","High School",3.45781805925071,"A","NO",39
"A844428056507058",3.42181146288384,"Married","Male","Undergraduate",-18.3634302765131,"A","NO",37
"A985156622415126",-4.83903506515454,"Single","Female","Undergraduate",-14.4424752611667,"A","NO",29
"A1759220879571780",12.3209796481058,"Married","Male","Undergraduate",5.7531142514199,"A","NO",42
"A1829581982983000",4.77904777477589,"Married","Male","Master",-4.05803423374891,"A","NO",38
"A985156410492844",3.65134126242436,"Single","Female","Undergraduate",18.5692053847015,"A","NO",33
"A914800782589021",2.75861368758045,"Single","Male","Undergraduate",-16.6114343330264,"A","NO",30
"A985157047318473",7.75052853729762,"Single","Male","Undergraduate",12.4042690824717,"A","NO",28
"A844427429289629",7.27821841537207,"Married","Female","Undergraduate",-7.39145694300532,"A","NO",40
"A1055521464305780",-0.490201228446327,"Married","Male","Polytechnics",9.45781731046736,"A","NO",49
"A1688852083477130",-5.84178808806743,"Married","Male","Undergraduate",9408.83916118369,"A","Yes",40
"A914800814673697",11.4999944417123,"Single","Male","Undergraduate",13.067672951147,"A","NO",33
"A985157024793746",2.51160573474038,"Married","Female","Polytechnics",19.3227427452803,"A","Yes",36
"A1055520573687000",1.68078726360109,"Married","Male","Undergraduate",-9.24186425283551,"A","NO",33
"A1829581605034180",7.86186643504351,"Single","Male","Master",19.0935362689197,"A","NO",33
"A844427720199632",-3.24876028698497,"Single","Male","Undergraduate",-16.2547790352255,"A","NO",31
"A1688852920665050",9.96158941801731,"Single","Male","Master",11.623836774379,"A","NO",34
"A844428082863187",-3.80145932281762,"Married","Male","Undergraduate",14.3326736427844,"A","NO",38
"A1759220969083020",-1.59191514140181,"Married","Male","Undergraduate",0.667530177161098,"A","NO",42
"A564049482630098",8.12081822691951,"Married","Male","Undergraduate",2.24985977634788,"A","Yes",58
"A564049521827876",3.55976253268495,"Married","Male","High School",-9.15341558866203,"A","NO",38
"A985156904509030",9.45146922056936,"Married","Male","Undergraduate",-10.4300273768604,"A","NO",45
"A844427224209503",0.480146693368442,"Single","Male","Polytechnics",10.6198392622173,"A","Yes",33
"A1055521064903380",7.37987045380007,"Single","Male","Undergraduate",-5.78157919459045,"A","NO",30
"A1055520923418630",6.51833027234115,"Single","Female","Master",-19.496005307883,"A","NO",32
"A985157025756154",1.37984822287038,"Married","Male","Polytechnics",7.42557537741959,"A","NO",55
"A1899947021540040",5.0507601676546,"Single","Male","Polytechnics",13.2510591670871,"A","NO",30
"A914800849162053",-10.0818701210795,"Single","Male","High School",-8.64012814126909,"A","NO",29
"A1055521424541740",3.33075819362979,"Single","Female","Undergraduate",18.6194204352796,"A","NO",28
"A844428063512274",3.31100711847749,"Single","Male","Master",-14.4792726542801,"A","NO",37
"A1055520532147060",2.90815558235161,"Married","Male","Undergraduate",7.20557828433812,"A","NO",38
"A389714088604704",9.29923941837531,"Married","Male","High School",17.7250721491873,"A","NO",35
"A844427478494986",7.74156236073934,"Married","Male","Undergraduate",12.9160455148667,"A","NO",39
"A564049488265127",3.29177221442945,"Married","Female","Undergraduate",19.7661961242557,"A","NO",52
"A1899945821867480",-0.0984015602385628,"Single","Male","Master",-17.063896600157,"A","NO",28
"A914801012987750",-0.829731460591778,"Single","Male","Undergraduate",4.36052357777953,"A","NO",28
"A844428053985033",3.93155783512257,"Married","Male","Undergraduate",-4.64947517029941,"A","NO",40
"A985156001829260",-0.271967836712487,"Married","Male","Undergraduate",-11.4230704307556,"A","NO",50
"A985157017327199",3.78867355352547,"Single","Female","Undergraduate",7.88511037826538,"A","NO",28
"A985156902792889",6.50950910276175,"Married","Female","Undergraduate",2.65510854311287,"A","NO",37
"A985157104959445",-1.35015406835359,"Single","Female","Polytechnics",-6.50210770778358,"A","NO",32
"A844428032138387",5.25807716807071,"Single","Male","Undergraduate",1.46005143411458,"A","NO",30
"A365110356259721",3.03996019556001,"Married","Male","Polytechnics",-4.03430522419512,"A","NO",45
"A985156943502856",-5.92881694460846,"Married","Male","Undergraduate",5.44505660422146,"A","NO",39
"A1055521369869240",2.88936117920466,"Single","Male","Undergraduate",-13.2741078641266,"A","NO",32
"A985157072957015",-3.18981529646367,"Single","Male","Undergraduate",-1.9767037499696,"A","NO",31
"A317377886672808",-1.19061827667058,"Married","Male","Undergraduate",1.71375394798815,"A","NO",45
"A844427622493664",-1.11992829787917,"Single","Male","Undergraduate",-16.8216614145786,"A","NO",32
"A1055521500009410",-6.66144644715264,"Married","Male","Undergraduate",17.2293765190989,"A","NO",38
"A985156499019757",5.90844166522846,"Single","Female","Undergraduate",4.7885846439749,"A","NO",27
"A914800156057650",7.3988601614628,"Married","Male","Undergraduate",15.8226243685931,"A","NO",52
"A985156933023399",6.33131721217465,"Single","Male","Polytechnics",11.4394333679229,"A","NO",34
"A914800434146781",1.59008257192094,"Single","Male","Polytechnics",9352.22598279826,"A","NO",27
"A1829581008075430",-1.34177434192039,"Single","Male","Undergraduate",8.84282262995839,"A","NO",32
"A914801001741416",0.319350755662657,"Single","Female","Undergraduate",-3.30813745036721,"A","NO",33
"A402494131092559",-0.458797786915675,"Single","Male","Master",16.9069465622306,"A","NO",30
"A1829581664722910",-6.27916425934713,"Married","Male","Master",0.217037750408053,"A","NO",38
"A985156235065244",-4.74806271344982,"Single","Male","Polytechnics",82758.513857821,"A","NO",33
"A914800463392669",2.24102759454958,"Married","Male","Master",17.6073476485908,"A","NO",39
"A1055521343694710",-2.32907535886765,"Married","Female","Undergraduate",-7.26504754275084,"A","NO",35
