"account_id","amount_6","pur_6","bank_6","entmnt_6","jewellery_6","medical_6","others_6","petrol_6","restaurant_6","supermarket_6","telecom_6","travel_6","utility_6","avg_pur_amt_6","max_pur_amt_6","min_pur_amt_6","avg_interval_pur_6","max_interval_pur_6","min_interval_pur_6","credit_limit","marital_status","sex","education","income","bad_flag","age"
"a_1055520488008140",23.02,1,1,0,0,0,0,0,0,0,0,0,0,23.02,23.02,23.02,0,0,0,2.30138338360656,"married","male","undergraduate",-10.8184661623091,"no",63
"a_1055520491328120",173.223251,1,0,0,0,0,0,0,0,0,1,0,0,173.223251,173.223251,173.223251,0,0,0,-7.4912453200575,"married","male","undergraduate",-0.537455212324858,"no",44
"a_1055520492155470",148.74,1,0,0,0,0,0,0,0,0,0,0,0,148.74,148.74,148.74,0,0,0,3.580385988052,"married","male","undergraduate",0.199696812778711,"no",34
"a_1055520492397060",5.3,1,0,0,0,0,0,1,0,0,0,0,0,5.3,5.3,5.3,0,0,0,3.46050703295134,"married","male","undergraduate",1.09103540889919,"no",66
"a_1055520494094940",42.79,1,1,0,0,0,0,0,0,0,0,0,0,42.79,42.79,42.79,0,0,0,10.4014469264783,"single","female","master",9.65200727805495,"no",31
"a_1055520494154560",109.99,1,0,1,0,0,0,0,0,0,0,0,0,109.99,109.99,109.99,0,0,0,-3.40918504901975,"married","male","undergraduate",-8.50865740329027,"no",33
"a_1055520498926800",130.37,1,1,0,0,0,0,0,0,0,0,0,0,130.37,130.37,130.37,0,0,0,3.00858650812134,"single","female","undergraduate",-4.51419331133366,"no",29
"a_1055520499334810",63.8,1,1,0,0,0,0,0,0,0,0,0,0,63.8,63.8,63.8,0,0,0,1.45030121868756,"married","male","undergraduate",-10.002705976367,"no",64
"a_1055520499421540",64.94,1,0,0,0,0,0,0,0,0,0,0,0,64.94,64.94,64.94,0,0,0,4.10046342330426,"single","male","undergraduate",25980.689765133,"no",28
"a_1055520500467750",26.942522,1,0,0,0,0,0,0,0,0,1,0,0,26.942522,26.942522,26.942522,0,0,0,-1.82014884397201,"married","male","high_school",6.19717799127102,"no",61
"a_1055520500797970",9.98,2,0.5,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,2.70116696289647,"single","male","undergraduate",-12.7038906421512,"no",31
"a_1055520501315970",128.39,1,0,0,0,0,0,0,0,0,0,0,0,128.39,128.39,128.39,0,0,0,-2.68956785438024,"married","male","undergraduate",-6.37117954902351,"no",38
"a_1055520502618980",111.407977,1,1,0,0,0,0,0,0,0,0,0,0,111.407977,111.407977,111.407977,0,0,0,4.33121265989169,"single","female","undergraduate",13.5514203365892,"no",34
"a_1055520503387230",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,9.79188304907083,"single","female","undergraduate",14.6295454911888,"no",41
"a_1055520505084790",139.99,1,0,0,0,0,0,0,0,0,0,0,0,139.99,139.99,139.99,0,0,0,3.34027100167796,"single","male","undergraduate",17.4658571183681,"no",28
"a_1055520505467680",64.94,1,1,0,0,0,0,0,0,0,0,0,0,64.94,64.94,64.94,0,0,0,-3.98067362896632,"married","female","master",-2.35081852413714,"no",32
"a_1055520506041170",530.19,1,0,0,0,0,0,1,0,0,0,0,0,530.19,530.19,530.19,0,0,0,9.92031169224065,"single","male","high_school",1.71050586737692,"no",33
"a_1055520506570960",94.478251,1,0,0,0,0,0,0,0,0,0,0,1,94.478251,94.478251,94.478251,0,0,0,-1.06160620941222,"married","male","undergraduate",6.24584379605949,"no",39
"a_1055520507347370",16.18,1,1,0,0,0,0,0,0,0,0,0,0,16.18,16.18,16.18,0,0,0,5.66895459671132,"married","male","undergraduate",16.7168919555843,"no",52
"a_1055520509094990",4.99,1,0,0,0,0,0,0,0,1,0,0,0,4.99,4.99,4.99,0,0,0,-3.61886598777212,"married","female","undergraduate",9.97294991277158,"no",30
"a_1055520509580320",47.68,1,0,0,0,0,0,0,0,0,0,0,0,47.68,47.68,47.68,0,0,0,4.93995931909699,"single","female","undergraduate",7.27734996937215,"no",32
"a_1055520510385780",1181.053215,1,0,0,0,0,0,0,0,0,0,0,0,1181.053215,1181.053215,1181.053215,0,0,0,1.29119367317203,"married","female","undergraduate",22875.4017415624,"yes",32
"a_1055520510519510",146.62194,1,0,0,0,0,0,1,0,0,0,0,0,146.62194,146.62194,146.62194,0,0,0,3.93880320663005,"single","male","undergraduate",6.13639340735972,"no",33
"a_1055520510972440",924.5908,1,0,0,0,0,1,0,0,0,0,0,0,924.5908,924.5908,924.5908,0,0,0,8.31132020463049,"married","male","high_school",-13.8154342584312,"no",53
"a_1055520511105750",4.99,1,0,0,0,0,0,0,0,0,0,0,1,4.99,4.99,4.99,0,0,0,1.1284756226521,"married","male","master",-10.1027132663876,"no",43
"a_1055520511617090",677.191251,1,0,0,0,0,0,1,0,0,0,0,0,677.191251,677.191251,677.191251,0,0,0,4.12900811748207,"married","female","undergraduate",8.33871979266405,"no",34
"a_1055520512271680",14.97,3,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,4.99,4.99,4.99,0,0,0,6.42820165785588,"married","male","undergraduate",15.4214458540082,"no",39
"a_1055520512383450",543.11,1,0,0,0,0,0,0,0,0,1,0,0,543.11,543.11,543.11,0,0,0,-1.92813687915634,"single","male","undergraduate",-8.80462442524731,"no",27
"a_1055520513409710",541.24,1,1,0,0,0,0,0,0,0,0,0,0,541.24,541.24,541.24,0,0,0,4.51001978394762,"married","male","polytechnics",7.06288965418935,"yes",56
"a_1055520513485700",5.3,1,0,0,0,0,0,1,0,0,0,0,0,5.3,5.3,5.3,0,0,0,6.98923055308964,"married","male","master",3.77763670869172,"no",41
"a_1055520513626400",84.79,1,0,0,0,0,0,1,0,0,0,0,0,84.79,84.79,84.79,0,0,0,5.62934414489195,"single","male","undergraduate",14.9726513400674,"no",32
"a_1055520515784910",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-2.81899446971342,"married","male","undergraduate",18.1702463980764,"no",39
"a_1055520517570640",105.19,1,1,0,0,0,0,0,0,0,0,0,0,105.19,105.19,105.19,0,0,0,2.04161531751696,"married","male","undergraduate",19.4879996590316,"no",33
"a_1055520517872520",149,1,0,0,0,0,0,0,0,0,1,0,0,149,149,149,0,0,0,9.12820572006051,"married","male","polytechnics",12.6597189810127,"no",40
"a_1055520517891130",5.3,1,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3,5.3,0,0,0,0.759309747844003,"single","male","master",4.08527939580381,"no",30
"a_1055520519627260",5.34,1,1,0,0,0,0,0,0,0,0,0,0,5.34,5.34,5.34,0,0,0,5.24180529948603,"single","male","master",-10.5702610407025,"no",32
"a_1055520520715660",120.10945,1,0,0,0,0,0,0,0,0,0,0,0,120.10945,120.10945,120.10945,0,0,0,0.328849617745728,"single","male","undergraduate",-5.56210353970528,"no",40
"a_1055520521947280",5.29,1,1,0,0,0,0,0,0,0,0,0,0,5.29,5.29,5.29,0,0,0,2.14965176076349,"married","male","undergraduate",-12.4084173422307,"no",42
"a_1055520523262680",110.227251,1,0,0,0,0,0,0,0,0,1,0,0,110.227251,110.227251,110.227251,0,0,0,2.28971210258361,"single","male","polytechnics",-16.9069618638605,"no",34
"a_1055520523956590",173.223251,1,0,0,0,0,0,0,0,1,0,0,0,173.223251,173.223251,173.223251,0,0,0,7.5295913167065,"married","male","polytechnics",-19.6587080322206,"no",46
"a_1055520524387150",5.3,1,1,0,0,0,0,0,0,0,0,0,0,5.3,5.3,5.3,0,0,0,-0.239332845748402,"married","male","high_school",-9.99139302410185,"no",42
"a_1055520525041360",660.422,1,1,0,0,0,0,0,0,0,0,0,0,660.422,660.422,660.422,0,0,0,4.44136833662167,"married","female","polytechnics",11.3441384211183,"no",40
"a_1055520525317700",539.99,1,1,0,0,0,0,0,0,0,0,0,0,539.99,539.99,539.99,0,0,0,14.0381718512727,"married","male","undergraduate",-19.8345391545445,"no",37
"a_1055520525489220",539.99,1,1,0,0,0,0,0,0,0,0,0,0,539.99,539.99,539.99,0,0,0,0.460981993918307,"married","male","polytechnics",-5.05016525276005,"no",60
"a_1055520525515710",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.71979155167472,"single","male","master",9.18489204719663,"no",36
"a_1055520525557860",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77919734615087,"single","male","undergraduate",15.9758717007935,"no",33
"a_1055520525698470",79.99,1,1,0,0,0,0,0,0,0,0,0,0,79.99,79.99,79.99,0,0,0,7.74058050630894,"married","male","undergraduate",12.2527032997459,"no",39
"a_1055520525753960",148.74,1,0,0,0,0,0,0,0,0,0,0,0,148.74,148.74,148.74,0,0,0,6.52849673133344,"single","female","undergraduate",-11.7329638078809,"no",30
"a_1055520526223950",4.99,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-0.170806882446632,"single","female","polytechnics",-11.8340448569506,"no",35
"a_1055520526373510",5.34,1,0,0,0,0,0,1,0,0,0,0,0,5.34,5.34,5.34,0,0,0,10.1494428070635,"single","male","undergraduate",-16.7625649645925,"no",36
"a_1055520526402120",106.4762,1,0,0,0,0,0,0,1,0,0,0,0,106.4762,106.4762,106.4762,0,0,0,11.4302212244421,"single","male","undergraduate",27592.1783305705,"no",37
"a_1055520526496670",5.34,1,0,0,0,0,0,0,0,1,0,0,0,5.34,5.34,5.34,0,0,0,-0.0686881684148687,"married","male","undergraduate",-5.60357556678355,"no",40
"a_1055520526501680",1110.9,1,0,0,0,0,0,0,0,0,0,0,0,1110.9,1110.9,1110.9,0,0,0,8.24926049232483,"married","female","undergraduate",13.721660207957,"no",33
"a_1055520526766620",534.99,1,1,0,0,0,0,0,0,0,0,0,0,534.99,534.99,534.99,0,0,0,0.51002446396742,"married","male","undergraduate",7.82109975814819,"no",43
"a_1055520526901820",55.89759,1,0,0,0,1,0,0,0,0,0,0,0,55.89759,55.89759,55.89759,0,0,0,-1.26945833754074,"married","male","undergraduate",4.29042485542595,"no",37
"a_1055520527011810",346.462251,1,0,0,0,0,0,0,0,0,1,0,0,346.462251,346.462251,346.462251,0,0,0,4.30955278607923,"married","male","undergraduate",-19.7699189279228,"no",37
"a_1055520527131740",5.39,1,0,0,0,0,0,0,0,0,0,0,0,5.39,5.39,5.39,0,0,0,12.5510705872728,"married","male","undergraduate",-19.3857125844806,"no",39
"a_1055520527577290",533.74,1,0,0,0,0,0,0,0,0,0,0,0,533.74,533.74,533.74,0,0,0,-0.509777258704416,"married","male","undergraduate",-14.3564575724304,"no",36
"a_1055520528462240",534.99,1,0,0,0,0,0,1,0,0,0,0,0,534.99,534.99,534.99,0,0,0,13.0881537611,"married","male","master",-15.8002298418432,"no",55
"a_1055520528529110",133.914639,1,1,0,0,0,0,0,0,0,0,0,0,133.914639,133.914639,133.914639,0,0,0,0.579745668105781,"single","male","master",15.9266851469874,"no",35
"a_1055520528552180",534.99,1,1,0,0,0,0,0,0,0,0,0,0,534.99,534.99,534.99,0,0,0,5.13871766465716,"single","male","master",12.8084378503263,"no",33
"a_1055520528764080",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,6.57930751637928,"married","female","master",6.17084111087024,"no",32
"a_1055520529059270",5.04,1,0,0,0,0,0,0,1,0,0,0,0,5.04,5.04,5.04,0,0,0,9.55001530690864,"single","female","undergraduate",9327.3330443725,"no",29
"a_1055520529159480",16.17,3,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,5.39,5.39,5.39,0,0,0,2.05090956906415,"single","male","undergraduate",1.52300168760121,"no",39
"a_1055520529159860",5.4,1,1,0,0,0,0,0,0,0,0,0,0,5.4,5.4,5.4,0,0,0,10.1112762876889,"single","male","master",-18.596218675375,"no",33
"a_1055520530229860",525.49,1,1,0,0,0,0,0,0,0,0,0,0,525.49,525.49,525.49,0,0,0,-0.318193931012415,"single","male","undergraduate",19.0934433229268,"no",29
"a_1055520530367760",64.79,1,1,0,0,0,0,0,0,0,0,0,0,64.79,64.79,64.79,0,0,0,-0.559077467649244,"married","male","master",-7.1375946700573,"no",42
"a_1055520530419190",5.43,1,0,0,0,0,0,0,0,0,0,0,0,5.43,5.43,5.43,0,0,0,-3.25135774476826,"single","male","master",15.6974376551807,"no",33
"a_1055520531307150",149.97,1,0,0,0,0,0,0,0,1,0,0,0,149.97,149.97,149.97,0,0,0,4.07072952421755,"married","male","undergraduate",-7.41831382736564,"no",44
"a_1055520531709370",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-5.05873026957829,"married","male","master",-14.5648208539933,"no",41
"a_1055520531835490",547.49,1,1,0,0,0,0,0,0,0,0,0,0,547.49,547.49,547.49,0,0,0,10.9210636379998,"married","male","master",9.04061614535749,"no",43
"a_1055520532032630",318.74,1,0,0,0,0,0,0,0,0,0,0,0,318.74,318.74,318.74,0,0,0,12.0118320583133,"married","male","undergraduate",10.1047491189092,"no",71
"a_1055520532147060",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.90815558235161,"married","male","undergraduate",7.20557828433812,"no",38
"a_1055520532407140",534.99,1,0,0,0,0,0,0,0,1,0,0,0,534.99,534.99,534.99,0,0,0,5.21837268686481,"single","male","undergraduate",-11.4641300030053,"no",39
"a_1055520532646290",541.24,1,0,0,0,0,0,0,0,0,1,0,0,541.24,541.24,541.24,0,0,0,12.2010048433952,"married","male","undergraduate",14.0546561125666,"no",35
"a_1055520532653770",543.74,1,0,0,0,0,0,0,0,0,0,0,0,543.74,543.74,543.74,0,0,0,7.57821448230464,"single","male","undergraduate",1.04927018284798,"no",32
"a_1055520532807640",235.39,1,1,0,0,0,0,0,0,0,0,0,0,235.39,235.39,235.39,0,0,0,6.9900573696075,"married","male","polytechnics",13.0357872229069,"no",40
"a_1055520534614990",499.99,1,0,0,0,0,0,0,0,0,0,0,0,499.99,499.99,499.99,0,0,0,2.53175189140532,"single","male","undergraduate",12115.0024641957,"no",31
"a_1055520535526540",63.74,1,1,0,0,0,0,0,0,0,0,0,0,63.74,63.74,63.74,0,0,0,9.32800674069766,"married","male","master",5.50381846725941,"no",41
"a_1055520535559250",145.59,1,1,0,0,0,0,0,0,0,0,0,0,145.59,145.59,145.59,0,0,0,-1.18873705871403,"married","male","middle_school",9.10846646875143,"no",39
"a_1055520536750990",148.74,1,1,0,0,0,0,0,0,0,0,0,0,148.74,148.74,148.74,0,0,0,-2.94026989724673,"married","male","master",3.50129391998053,"no",37
"a_1055520536805880",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-1.80949184908625,"single","male","undergraduate",-5.98808550275862,"no",34
"a_1055520537125650",544.36,1,1,0,0,0,0,0,0,0,0,0,0,544.36,544.36,544.36,0,0,0,12.7497075274037,"married","male","undergraduate",-6.17410383187234,"no",29
"a_1055520538558060",4.99,1,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-6.68849887456652,"married","female","master",-19.0937553811818,"no",37
"a_1055520538559050",21.61,1,0,0,0,1,0,0,0,0,0,0,0,21.61,21.61,21.61,0,0,0,2.24007171868347,"single","female","undergraduate",18.9361251890659,"no",33
"a_1055520538852760",542.49,1,1,0,0,0,0,0,0,0,0,0,0,542.49,542.49,542.49,0,0,0,-1.4510826956043,"married","male","polytechnics",-19.5914107374847,"no",45
"a_1055520539706980",531.24,1,0,0,0,0,0,0,0,0,0,0,0,531.24,531.24,531.24,0,0,0,6.90141885371972,"single","female","master",10.319818360731,"no",33
"a_1055520541100340",10.92,2,0.5,0,0,0,0,0,0,0,0,0,0,5.46,5.46,5.46,0,0,0,7.25141540514864,"single","male","undergraduate",0.706603499129415,"no",30
"a_1055520542604610",534.99,1,1,0,0,0,0,0,0,0,0,0,0,534.99,534.99,534.99,0,0,0,0.160358093130402,"married","female","undergraduate",15.5945980362594,"no",41
"a_1055520542943680",64.94,1,1,0,0,0,0,0,0,0,0,0,0,64.94,64.94,64.94,0,0,0,12.1610850076517,"single","female","polytechnics",-2.68847474828362,"no",29
"a_1055520543778680",544.99,1,1,0,0,0,0,0,0,0,0,0,0,544.99,544.99,544.99,0,0,0,2.60029753569048,"single","male","undergraduate",12.9006695654243,"no",29
"a_1055520544052600",5.24,1,1,0,0,0,0,0,0,0,0,0,0,5.24,5.24,5.24,0,0,0,4.04863722575549,"single","male","master",2.54655124619603,"no",32
"a_1055520544215270",5.04,1,1,0,0,0,0,0,0,0,0,0,0,5.04,5.04,5.04,0,0,0,11.1192539750636,"married","male","undergraduate",-6.76410366781056,"no",40
"a_1055520544539930",484.085391,1,0,0,0,1,0,0,0,0,0,0,0,484.085391,484.085391,484.085391,0,0,0,-7.20850271095056,"single","female","polytechnics",17768.001383448,"no",27
"a_1055520545165030",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,-1.04112309974898,"single","male","undergraduate",-19.9713127221912,"no",33
"a_1055520545764730",677.191251,1,0,0,0,0,0,0,0,0,0,0,0,677.191251,677.191251,677.191251,0,0,0,-2.53199845472909,"married","male","undergraduate",-5.12573866173625,"no",27
"a_1055520546375750",1081.42,1,1,0,0,0,0,0,0,0,0,0,0,1081.42,1081.42,1081.42,0,0,0,8.39811249823123,"single","male","undergraduate",-6.4256966393441,"no",30
"a_1055520546618150",235.39,1,1,0,0,0,0,0,0,0,0,0,0,235.39,235.39,235.39,0,0,0,6.75817824869137,"single","male","master",-12.6656427048147,"no",35
